TIME,GEO,UNIT,ICHA11_HC,Value,Flag and Footnotes
2008,Slovenia,Million euro,Home-based rehabilitative care,:,
2008,Slovenia,Million euro,Long-term care (health),:,
2008,Slovenia,Million euro,Inpatient long-term care (health),:,
2008,Slovenia,Million euro,Day long-term care (health),:,
2008,Slovenia,Million euro,Outpatient long-term care (health),:,
2008,Slovenia,Million euro,Home-based long-term care (health),:,
2008,Slovenia,Million euro,Ancillary services (non-specified by function),:,
2008,Slovenia,Million euro,Laboratory services,:,
2008,Slovenia,Million euro,Imaging services,:,
2008,Slovenia,Million euro,Patient transportation,:,
2008,Slovenia,Million euro,Medical goods (non-specified by function),:,
2008,Slovenia,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2008,Slovenia,Million euro,Prescribed medicines,:,
2008,Slovenia,Million euro,Over-the-counter medicines,:,
2008,Slovenia,Million euro,Other medical non-durable goods,:,
2008,Slovenia,Million euro,Therapeutic appliances and other medical durable goods,:,
2008,Slovenia,Million euro,Preventive care,:,
2008,Slovenia,Million euro,"Information, education and counseling programmes",:,
2008,Slovenia,Million euro,Immunisation programmes,:,
2008,Slovenia,Million euro,Early disease detection programmes,:,
2008,Slovenia,Million euro,Healthy condition monitoring programmes,:,
2008,Slovenia,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2008,Slovenia,Million euro,Preparing for disaster and emergency response programmes,:,
2008,Slovenia,Million euro,Governance and health system and financing administration,:,
2008,Slovenia,Million euro,Governance and health system administration,:,
2008,Slovenia,Million euro,Administration of health financing,:,
2008,Slovenia,Million euro,Other health care services unknown,:,
2008,Slovenia,Million euro,Long-term care (social),:,
2008,Slovenia,Million euro,Long-term care (HC.3 and HCR.1),:,
2008,Slovakia,Million euro,Current health care expenditure (CHE),:,
2008,Slovakia,Million euro,Curative care and rehabilitative care,:,
2008,Slovakia,Million euro,Curative care,:,
2008,Slovakia,Million euro,Inpatient curative and rehabilitative care,:,
2008,Slovakia,Million euro,Inpatient curative care,:,
2008,Slovakia,Million euro,Day curative and rehabilitative care,:,
2008,Slovakia,Million euro,Day curative care,:,
2008,Slovakia,Million euro,Outpatient curative and rehabilitative care,:,
2008,Slovakia,Million euro,Outpatient curative care,:,
2008,Slovakia,Million euro,General outpatient curative care,:,
2008,Slovakia,Million euro,Dental outpatient curative care,:,
2008,Slovakia,Million euro,Specialised outpatient curative care,:,
2008,Slovakia,Million euro,All other outpatient curative care n.e.c.,:,
2008,Slovakia,Million euro,Home-based curative and rehabilitative care,:,
2008,Slovakia,Million euro,Home-based curative care,:,
2008,Slovakia,Million euro,Rehabilitative care,:,
2008,Slovakia,Million euro,Inpatient rehabilitative care,:,
2008,Slovakia,Million euro,Day rehabilitative care,:,
2008,Slovakia,Million euro,Outpatient rehabilitative care,:,
2008,Slovakia,Million euro,Home-based rehabilitative care,:,
2008,Slovakia,Million euro,Long-term care (health),:,
2008,Slovakia,Million euro,Inpatient long-term care (health),:,
2008,Slovakia,Million euro,Day long-term care (health),:,
2008,Slovakia,Million euro,Outpatient long-term care (health),:,
2008,Slovakia,Million euro,Home-based long-term care (health),:,
2008,Slovakia,Million euro,Ancillary services (non-specified by function),:,
2008,Slovakia,Million euro,Laboratory services,:,
2008,Slovakia,Million euro,Imaging services,:,
2008,Slovakia,Million euro,Patient transportation,:,
2008,Slovakia,Million euro,Medical goods (non-specified by function),:,
2008,Slovakia,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2008,Slovakia,Million euro,Prescribed medicines,:,
2008,Slovakia,Million euro,Over-the-counter medicines,:,
2008,Slovakia,Million euro,Other medical non-durable goods,:,
2008,Slovakia,Million euro,Therapeutic appliances and other medical durable goods,:,
2008,Slovakia,Million euro,Preventive care,:,
2008,Slovakia,Million euro,"Information, education and counseling programmes",:,
2008,Slovakia,Million euro,Immunisation programmes,:,
2008,Slovakia,Million euro,Early disease detection programmes,:,
2008,Slovakia,Million euro,Healthy condition monitoring programmes,:,
2008,Slovakia,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2008,Slovakia,Million euro,Preparing for disaster and emergency response programmes,:,
2008,Slovakia,Million euro,Governance and health system and financing administration,:,
2008,Slovakia,Million euro,Governance and health system administration,:,
2008,Slovakia,Million euro,Administration of health financing,:,
2008,Slovakia,Million euro,Other health care services unknown,:,
2008,Slovakia,Million euro,Long-term care (social),:,
2008,Slovakia,Million euro,Long-term care (HC.3 and HCR.1),:,
2008,Finland,Million euro,Current health care expenditure (CHE),"15,690.75",
2008,Finland,Million euro,Curative care and rehabilitative care,"8,898.84",
2008,Finland,Million euro,Curative care,"8,486.43",
2008,Finland,Million euro,Inpatient curative and rehabilitative care,"3,875.24",
2008,Finland,Million euro,Inpatient curative care,"3,642.85",
2008,Finland,Million euro,Day curative and rehabilitative care,234.57,
2008,Finland,Million euro,Day curative care,234.57,
2008,Finland,Million euro,Outpatient curative and rehabilitative care,"4,682.16",
2008,Finland,Million euro,Outpatient curative care,"4,502.14",
2008,Finland,Million euro,General outpatient curative care,"1,549.15",
2008,Finland,Million euro,Dental outpatient curative care,902.03,
2008,Finland,Million euro,Specialised outpatient curative care,"2,050.96",
2008,Finland,Million euro,All other outpatient curative care n.e.c.,:,
2008,Finland,Million euro,Home-based curative and rehabilitative care,106.87,
2008,Finland,Million euro,Home-based curative care,106.87,
2008,Finland,Million euro,Rehabilitative care,412.41,
2008,Finland,Million euro,Inpatient rehabilitative care,232.38,
2008,Finland,Million euro,Day rehabilitative care,:,
2008,Finland,Million euro,Outpatient rehabilitative care,180.02,
2008,Finland,Million euro,Home-based rehabilitative care,:,
2008,Finland,Million euro,Long-term care (health),"2,759.24",
2008,Finland,Million euro,Inpatient long-term care (health),"1,613",
2008,Finland,Million euro,Day long-term care (health),:,
2008,Finland,Million euro,Outpatient long-term care (health),:,
2008,Finland,Million euro,Home-based long-term care (health),"1,146.25",
2008,Finland,Million euro,Ancillary services (non-specified by function),452.89,
2008,Finland,Million euro,Laboratory services,94.09,
2008,Finland,Million euro,Imaging services,117.36,
2008,Finland,Million euro,Patient transportation,241.43,
2008,Finland,Million euro,Medical goods (non-specified by function),"2,663.37",
2008,Finland,Million euro,Pharmaceuticals and other medical non-durable goods,"2,284",
2008,Finland,Million euro,Prescribed medicines,"1,935",
2008,Finland,Million euro,Over-the-counter medicines,290,
2008,Finland,Million euro,Other medical non-durable goods,59,
2008,Finland,Million euro,Therapeutic appliances and other medical durable goods,379.37,
2008,Finland,Million euro,Preventive care,568.32,
2008,Finland,Million euro,"Information, education and counseling programmes",101.54,
2008,Finland,Million euro,Immunisation programmes,40.27,
2008,Finland,Million euro,Early disease detection programmes,:,
2008,Finland,Million euro,Healthy condition monitoring programmes,426.5,
2008,Finland,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2008,Finland,Million euro,Preparing for disaster and emergency response programmes,:,
2008,Finland,Million euro,Governance and health system and financing administration,338.94,
2008,Finland,Million euro,Governance and health system administration,312.1,
2008,Finland,Million euro,Administration of health financing,26.84,
2008,Finland,Million euro,Other health care services unknown,9.15,
2008,Finland,Million euro,Long-term care (social),"3,785.24",
2008,Finland,Million euro,Long-term care (HC.3 and HCR.1),"6,544.48",
2008,Sweden,Million euro,Current health care expenditure (CHE),"29,288.42",
2008,Sweden,Million euro,Curative care and rehabilitative care,"19,190.34",
2008,Sweden,Million euro,Curative care,:,
2008,Sweden,Million euro,Inpatient curative and rehabilitative care,"7,904.36",
2008,Sweden,Million euro,Inpatient curative care,:,
2008,Sweden,Million euro,Day curative and rehabilitative care,651.16,
2008,Sweden,Million euro,Day curative care,:,
2008,Sweden,Million euro,Outpatient curative and rehabilitative care,"10,493.18",
2008,Sweden,Million euro,Outpatient curative care,"10,430.15",
2008,Sweden,Million euro,General outpatient curative care,"2,131.83",
2008,Sweden,Million euro,Dental outpatient curative care,"2,252.27",
2008,Sweden,Million euro,Specialised outpatient curative care,"4,800.63",
2008,Sweden,Million euro,All other outpatient curative care n.e.c.,"1,245.42",
2008,Sweden,Million euro,Home-based curative and rehabilitative care,141.65,
2008,Sweden,Million euro,Home-based curative care,:,
2008,Sweden,Million euro,Rehabilitative care,:,
2008,Sweden,Million euro,Inpatient rehabilitative care,:,
2008,Sweden,Million euro,Day rehabilitative care,:,
2008,Sweden,Million euro,Outpatient rehabilitative care,63.03,
2008,Sweden,Million euro,Home-based rehabilitative care,:,
2008,Sweden,Million euro,Long-term care (health),"2,250.50",
2008,Sweden,Million euro,Inpatient long-term care (health),:,
2008,Sweden,Million euro,Day long-term care (health),:,
2008,Sweden,Million euro,Outpatient long-term care (health),:,
2008,Sweden,Million euro,Home-based long-term care (health),:,
2008,Sweden,Million euro,Ancillary services (non-specified by function),"1,406.73",
2008,Sweden,Million euro,Laboratory services,806.43,
2008,Sweden,Million euro,Imaging services,:,
2008,Sweden,Million euro,Patient transportation,600.3,
2008,Sweden,Million euro,Medical goods (non-specified by function),"4,887.16",
2008,Sweden,Million euro,Pharmaceuticals and other medical non-durable goods,"3,997.84",
2008,Sweden,Million euro,Prescribed medicines,"2,902.28",
2008,Sweden,Million euro,Over-the-counter medicines,841.9,
2008,Sweden,Million euro,Other medical non-durable goods,253.66,
2008,Sweden,Million euro,Therapeutic appliances and other medical durable goods,889.32,
2008,Sweden,Million euro,Preventive care,992.39,
2008,Sweden,Million euro,"Information, education and counseling programmes",368.48,
2008,Sweden,Million euro,Immunisation programmes,144.67,
2008,Sweden,Million euro,Early disease detection programmes,:,
2008,Sweden,Million euro,Healthy condition monitoring programmes,456.67,
2008,Sweden,Million euro,Epidemiological surveillance and risk and disease control programmes,22.57,
2008,Sweden,Million euro,Preparing for disaster and emergency response programmes,:,
2008,Sweden,Million euro,Governance and health system and financing administration,373.99,
2008,Sweden,Million euro,Governance and health system administration,352.98,
2008,Sweden,Million euro,Administration of health financing,21.01,
2008,Sweden,Million euro,Other health care services unknown,187.31,
2008,Sweden,Million euro,Long-term care (social),:,
2008,Sweden,Million euro,Long-term care (HC.3 and HCR.1),"2,250.50",
2008,United Kingdom,Million euro,Current health care expenditure (CHE),:,
2008,United Kingdom,Million euro,Curative care and rehabilitative care,:,
2008,United Kingdom,Million euro,Curative care,:,
2008,United Kingdom,Million euro,Inpatient curative and rehabilitative care,:,
2008,United Kingdom,Million euro,Inpatient curative care,:,
2008,United Kingdom,Million euro,Day curative and rehabilitative care,:,
2008,United Kingdom,Million euro,Day curative care,:,
2008,United Kingdom,Million euro,Outpatient curative and rehabilitative care,:,
2008,United Kingdom,Million euro,Outpatient curative care,:,
2008,United Kingdom,Million euro,General outpatient curative care,:,
2008,United Kingdom,Million euro,Dental outpatient curative care,:,
2008,United Kingdom,Million euro,Specialised outpatient curative care,:,
2008,United Kingdom,Million euro,All other outpatient curative care n.e.c.,:,
2008,United Kingdom,Million euro,Home-based curative and rehabilitative care,:,
2008,United Kingdom,Million euro,Home-based curative care,:,
2008,United Kingdom,Million euro,Rehabilitative care,:,
2008,United Kingdom,Million euro,Inpatient rehabilitative care,:,
2008,United Kingdom,Million euro,Day rehabilitative care,:,
2008,United Kingdom,Million euro,Outpatient rehabilitative care,:,
2008,United Kingdom,Million euro,Home-based rehabilitative care,:,
2008,United Kingdom,Million euro,Long-term care (health),:,
2008,United Kingdom,Million euro,Inpatient long-term care (health),:,
2008,United Kingdom,Million euro,Day long-term care (health),:,
2008,United Kingdom,Million euro,Outpatient long-term care (health),:,
2008,United Kingdom,Million euro,Home-based long-term care (health),:,
2008,United Kingdom,Million euro,Ancillary services (non-specified by function),:,
2008,United Kingdom,Million euro,Laboratory services,:,
2008,United Kingdom,Million euro,Imaging services,:,
2008,United Kingdom,Million euro,Patient transportation,:,
2008,United Kingdom,Million euro,Medical goods (non-specified by function),:,
2008,United Kingdom,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2008,United Kingdom,Million euro,Prescribed medicines,:,
2008,United Kingdom,Million euro,Over-the-counter medicines,:,
2008,United Kingdom,Million euro,Other medical non-durable goods,:,
2008,United Kingdom,Million euro,Therapeutic appliances and other medical durable goods,:,
2008,United Kingdom,Million euro,Preventive care,:,
2008,United Kingdom,Million euro,"Information, education and counseling programmes",:,
2008,United Kingdom,Million euro,Immunisation programmes,:,
2008,United Kingdom,Million euro,Early disease detection programmes,:,
2008,United Kingdom,Million euro,Healthy condition monitoring programmes,:,
2008,United Kingdom,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2008,United Kingdom,Million euro,Preparing for disaster and emergency response programmes,:,
2008,United Kingdom,Million euro,Governance and health system and financing administration,:,
2008,United Kingdom,Million euro,Governance and health system administration,:,
2008,United Kingdom,Million euro,Administration of health financing,:,
2008,United Kingdom,Million euro,Other health care services unknown,:,
2008,United Kingdom,Million euro,Long-term care (social),:,
2008,United Kingdom,Million euro,Long-term care (HC.3 and HCR.1),:,
2008,Iceland,Million euro,Current health care expenditure (CHE),:,
2008,Iceland,Million euro,Curative care and rehabilitative care,:,
2008,Iceland,Million euro,Curative care,:,
2008,Iceland,Million euro,Inpatient curative and rehabilitative care,:,
2008,Iceland,Million euro,Inpatient curative care,:,
2008,Iceland,Million euro,Day curative and rehabilitative care,:,
2008,Iceland,Million euro,Day curative care,:,
2008,Iceland,Million euro,Outpatient curative and rehabilitative care,:,
2008,Iceland,Million euro,Outpatient curative care,:,
2008,Iceland,Million euro,General outpatient curative care,:,
2008,Iceland,Million euro,Dental outpatient curative care,:,
2008,Iceland,Million euro,Specialised outpatient curative care,:,
2008,Iceland,Million euro,All other outpatient curative care n.e.c.,:,
2008,Iceland,Million euro,Home-based curative and rehabilitative care,:,
2008,Iceland,Million euro,Home-based curative care,:,
2008,Iceland,Million euro,Rehabilitative care,:,
2008,Iceland,Million euro,Inpatient rehabilitative care,:,
2008,Iceland,Million euro,Day rehabilitative care,:,
2008,Iceland,Million euro,Outpatient rehabilitative care,:,
2008,Iceland,Million euro,Home-based rehabilitative care,:,
2008,Iceland,Million euro,Long-term care (health),:,
2008,Iceland,Million euro,Inpatient long-term care (health),:,
2008,Iceland,Million euro,Day long-term care (health),:,
2008,Iceland,Million euro,Outpatient long-term care (health),:,
2008,Iceland,Million euro,Home-based long-term care (health),:,
2008,Iceland,Million euro,Ancillary services (non-specified by function),:,
2008,Iceland,Million euro,Laboratory services,:,
2008,Iceland,Million euro,Imaging services,:,
2008,Iceland,Million euro,Patient transportation,:,
2008,Iceland,Million euro,Medical goods (non-specified by function),:,
2008,Iceland,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2008,Iceland,Million euro,Prescribed medicines,:,
2008,Iceland,Million euro,Over-the-counter medicines,:,
2008,Iceland,Million euro,Other medical non-durable goods,:,
2008,Iceland,Million euro,Therapeutic appliances and other medical durable goods,:,
2008,Iceland,Million euro,Preventive care,:,
2008,Iceland,Million euro,"Information, education and counseling programmes",:,
2008,Iceland,Million euro,Immunisation programmes,:,
2008,Iceland,Million euro,Early disease detection programmes,:,
2008,Iceland,Million euro,Healthy condition monitoring programmes,:,
2008,Iceland,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2008,Iceland,Million euro,Preparing for disaster and emergency response programmes,:,
2008,Iceland,Million euro,Governance and health system and financing administration,:,
2008,Iceland,Million euro,Governance and health system administration,:,
2008,Iceland,Million euro,Administration of health financing,:,
2008,Iceland,Million euro,Other health care services unknown,:,
2008,Iceland,Million euro,Long-term care (social),:,
2008,Iceland,Million euro,Long-term care (HC.3 and HCR.1),:,
2008,Liechtenstein,Million euro,Current health care expenditure (CHE),:,
2008,Liechtenstein,Million euro,Curative care and rehabilitative care,:,
2008,Liechtenstein,Million euro,Curative care,:,
2008,Liechtenstein,Million euro,Inpatient curative and rehabilitative care,:,
2008,Liechtenstein,Million euro,Inpatient curative care,:,
2008,Liechtenstein,Million euro,Day curative and rehabilitative care,:,
2008,Liechtenstein,Million euro,Day curative care,:,
2008,Liechtenstein,Million euro,Outpatient curative and rehabilitative care,:,
2008,Liechtenstein,Million euro,Outpatient curative care,:,
2008,Liechtenstein,Million euro,General outpatient curative care,:,
2008,Liechtenstein,Million euro,Dental outpatient curative care,:,
2008,Liechtenstein,Million euro,Specialised outpatient curative care,:,
2008,Liechtenstein,Million euro,All other outpatient curative care n.e.c.,:,
2008,Liechtenstein,Million euro,Home-based curative and rehabilitative care,:,
2008,Liechtenstein,Million euro,Home-based curative care,:,
2008,Liechtenstein,Million euro,Rehabilitative care,:,
2008,Liechtenstein,Million euro,Inpatient rehabilitative care,:,
2008,Liechtenstein,Million euro,Day rehabilitative care,:,
2008,Liechtenstein,Million euro,Outpatient rehabilitative care,:,
2008,Liechtenstein,Million euro,Home-based rehabilitative care,:,
2008,Liechtenstein,Million euro,Long-term care (health),:,
2008,Liechtenstein,Million euro,Inpatient long-term care (health),:,
2008,Liechtenstein,Million euro,Day long-term care (health),:,
2008,Liechtenstein,Million euro,Outpatient long-term care (health),:,
2008,Liechtenstein,Million euro,Home-based long-term care (health),:,
2008,Liechtenstein,Million euro,Ancillary services (non-specified by function),:,
2008,Liechtenstein,Million euro,Laboratory services,:,
2008,Liechtenstein,Million euro,Imaging services,:,
2008,Liechtenstein,Million euro,Patient transportation,:,
2008,Liechtenstein,Million euro,Medical goods (non-specified by function),:,
2008,Liechtenstein,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2008,Liechtenstein,Million euro,Prescribed medicines,:,
2008,Liechtenstein,Million euro,Over-the-counter medicines,:,
2008,Liechtenstein,Million euro,Other medical non-durable goods,:,
2008,Liechtenstein,Million euro,Therapeutic appliances and other medical durable goods,:,
2008,Liechtenstein,Million euro,Preventive care,:,
2008,Liechtenstein,Million euro,"Information, education and counseling programmes",:,
2008,Liechtenstein,Million euro,Immunisation programmes,:,
2008,Liechtenstein,Million euro,Early disease detection programmes,:,
2008,Liechtenstein,Million euro,Healthy condition monitoring programmes,:,
2008,Liechtenstein,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2008,Liechtenstein,Million euro,Preparing for disaster and emergency response programmes,:,
2008,Liechtenstein,Million euro,Governance and health system and financing administration,:,
2008,Liechtenstein,Million euro,Governance and health system administration,:,
2008,Liechtenstein,Million euro,Administration of health financing,:,
2008,Liechtenstein,Million euro,Other health care services unknown,:,
2008,Liechtenstein,Million euro,Long-term care (social),:,
2008,Liechtenstein,Million euro,Long-term care (HC.3 and HCR.1),:,
2008,Norway,Million euro,Current health care expenditure (CHE),:,
2008,Norway,Million euro,Curative care and rehabilitative care,:,
2008,Norway,Million euro,Curative care,:,
2008,Norway,Million euro,Inpatient curative and rehabilitative care,:,
2008,Norway,Million euro,Inpatient curative care,:,
2008,Norway,Million euro,Day curative and rehabilitative care,:,
2008,Norway,Million euro,Day curative care,:,
2008,Norway,Million euro,Outpatient curative and rehabilitative care,:,
2008,Norway,Million euro,Outpatient curative care,:,
2008,Norway,Million euro,General outpatient curative care,:,
2008,Norway,Million euro,Dental outpatient curative care,:,
2008,Norway,Million euro,Specialised outpatient curative care,:,
2008,Norway,Million euro,All other outpatient curative care n.e.c.,:,
2008,Norway,Million euro,Home-based curative and rehabilitative care,:,
2008,Norway,Million euro,Home-based curative care,:,
2008,Norway,Million euro,Rehabilitative care,:,
2008,Norway,Million euro,Inpatient rehabilitative care,:,
2008,Norway,Million euro,Day rehabilitative care,:,
2008,Norway,Million euro,Outpatient rehabilitative care,:,
2008,Norway,Million euro,Home-based rehabilitative care,:,
2008,Norway,Million euro,Long-term care (health),:,
2008,Norway,Million euro,Inpatient long-term care (health),:,
2008,Norway,Million euro,Day long-term care (health),:,
2008,Norway,Million euro,Outpatient long-term care (health),:,
2008,Norway,Million euro,Home-based long-term care (health),:,
2008,Norway,Million euro,Ancillary services (non-specified by function),:,
2008,Norway,Million euro,Laboratory services,:,
2008,Norway,Million euro,Imaging services,:,
2008,Norway,Million euro,Patient transportation,:,
2008,Norway,Million euro,Medical goods (non-specified by function),:,
2008,Norway,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2008,Norway,Million euro,Prescribed medicines,:,
2008,Norway,Million euro,Over-the-counter medicines,:,
2008,Norway,Million euro,Other medical non-durable goods,:,
2008,Norway,Million euro,Therapeutic appliances and other medical durable goods,:,
2008,Norway,Million euro,Preventive care,:,
2008,Norway,Million euro,"Information, education and counseling programmes",:,
2008,Norway,Million euro,Immunisation programmes,:,
2008,Norway,Million euro,Early disease detection programmes,:,
2008,Norway,Million euro,Healthy condition monitoring programmes,:,
2008,Norway,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2008,Norway,Million euro,Preparing for disaster and emergency response programmes,:,
2008,Norway,Million euro,Governance and health system and financing administration,:,
2008,Norway,Million euro,Governance and health system administration,:,
2008,Norway,Million euro,Administration of health financing,:,
2008,Norway,Million euro,Other health care services unknown,:,
2008,Norway,Million euro,Long-term care (social),:,
2008,Norway,Million euro,Long-term care (HC.3 and HCR.1),:,
2008,Switzerland,Million euro,Current health care expenditure (CHE),:,
2008,Switzerland,Million euro,Curative care and rehabilitative care,:,
2008,Switzerland,Million euro,Curative care,:,
2008,Switzerland,Million euro,Inpatient curative and rehabilitative care,:,
2008,Switzerland,Million euro,Inpatient curative care,:,
2008,Switzerland,Million euro,Day curative and rehabilitative care,:,
2008,Switzerland,Million euro,Day curative care,:,
2008,Switzerland,Million euro,Outpatient curative and rehabilitative care,:,
2008,Switzerland,Million euro,Outpatient curative care,:,
2008,Switzerland,Million euro,General outpatient curative care,:,
2008,Switzerland,Million euro,Dental outpatient curative care,:,
2008,Switzerland,Million euro,Specialised outpatient curative care,:,
2008,Switzerland,Million euro,All other outpatient curative care n.e.c.,:,
2008,Switzerland,Million euro,Home-based curative and rehabilitative care,:,
2008,Switzerland,Million euro,Home-based curative care,:,
2008,Switzerland,Million euro,Rehabilitative care,:,
2008,Switzerland,Million euro,Inpatient rehabilitative care,:,
2008,Switzerland,Million euro,Day rehabilitative care,:,
2008,Switzerland,Million euro,Outpatient rehabilitative care,:,
2008,Switzerland,Million euro,Home-based rehabilitative care,:,
2008,Switzerland,Million euro,Long-term care (health),:,
2008,Switzerland,Million euro,Inpatient long-term care (health),:,
2008,Switzerland,Million euro,Day long-term care (health),:,
2008,Switzerland,Million euro,Outpatient long-term care (health),:,
2008,Switzerland,Million euro,Home-based long-term care (health),:,
2008,Switzerland,Million euro,Ancillary services (non-specified by function),:,
2008,Switzerland,Million euro,Laboratory services,:,
2008,Switzerland,Million euro,Imaging services,:,
2008,Switzerland,Million euro,Patient transportation,:,
2008,Switzerland,Million euro,Medical goods (non-specified by function),:,
2008,Switzerland,Million euro,Pharmaceuticals and other medical non-durable goods,:,
2008,Switzerland,Million euro,Prescribed medicines,:,
2008,Switzerland,Million euro,Over-the-counter medicines,:,
2008,Switzerland,Million euro,Other medical non-durable goods,:,
2008,Switzerland,Million euro,Therapeutic appliances and other medical durable goods,:,
2008,Switzerland,Million euro,Preventive care,:,
2008,Switzerland,Million euro,"Information, education and counseling programmes",:,
2008,Switzerland,Million euro,Immunisation programmes,:,
2008,Switzerland,Million euro,Early disease detection programmes,:,
2008,Switzerland,Million euro,Healthy condition monitoring programmes,:,
2008,Switzerland,Million euro,Epidemiological surveillance and risk and disease control programmes,:,
2008,Switzerland,Million euro,Preparing for disaster and emergency response programmes,:,
2008,Switzerland,Million euro,Governance and health system and financing administration,:,
2008,Switzerland,Million euro,Governance and health system administration,:,
2008,Switzerland,Million euro,Administration of health financing,:,
2008,Switzerland,Million euro,Other health care services unknown,:,
2008,Switzerland,Million euro,Long-term care (social),:,
2008,Switzerland,Million euro,Long-term care (HC.3 and HCR.1),:,
2009,Belgium,Million euro,Current health care expenditure (CHE),"35,265.72",
2009,Belgium,Million euro,Curative care and rehabilitative care,"16,739.39",
2009,Belgium,Million euro,Curative care,"14,610.94",
2009,Belgium,Million euro,Inpatient curative and rehabilitative care,"9,903.26",
2009,Belgium,Million euro,Inpatient curative care,"8,975.65",
2009,Belgium,Million euro,Day curative and rehabilitative care,535.16,
2009,Belgium,Million euro,Day curative care,271.41,
2009,Belgium,Million euro,Outpatient curative and rehabilitative care,"5,993.19",
2009,Belgium,Million euro,Outpatient curative care,"5,363.88",
2009,Belgium,Million euro,General outpatient curative care,"2,521.46",
2009,Belgium,Million euro,Dental outpatient curative care,981.03,
2009,Belgium,Million euro,Specialised outpatient curative care,"1,861.38",
2009,Belgium,Million euro,All other outpatient curative care n.e.c.,:,
2009,Belgium,Million euro,Home-based curative and rehabilitative care,307.77,
2009,Belgium,Million euro,Home-based curative care,:,
2009,Belgium,Million euro,Rehabilitative care,"2,128.45",
2009,Belgium,Million euro,Inpatient rehabilitative care,927.61,
2009,Belgium,Million euro,Day rehabilitative care,263.76,
2009,Belgium,Million euro,Outpatient rehabilitative care,629.31,
2009,Belgium,Million euro,Home-based rehabilitative care,307.77,
2009,Belgium,Million euro,Long-term care (health),"8,229.20",
2009,Belgium,Million euro,Inpatient long-term care (health),"5,108.44",
2009,Belgium,Million euro,Day long-term care (health),30.88,
2009,Belgium,Million euro,Outpatient long-term care (health),261.71,
2009,Belgium,Million euro,Home-based long-term care (health),"2,828.17",
2009,Belgium,Million euro,Ancillary services (non-specified by function),"1,878.65",
2009,Belgium,Million euro,Laboratory services,888.6,
2009,Belgium,Million euro,Imaging services,870.46,
2009,Belgium,Million euro,Patient transportation,119.58,
2009,Belgium,Million euro,Medical goods (non-specified by function),"6,352.32",
2009,Belgium,Million euro,Pharmaceuticals and other medical non-durable goods,"5,624.43",
2009,Belgium,Million euro,Prescribed medicines,"4,826.79",
2009,Belgium,Million euro,Over-the-counter medicines,753.28,
2009,Belgium,Million euro,Other medical non-durable goods,44.36,
2009,Belgium,Million euro,Therapeutic appliances and other medical durable goods,727.89,
2009,Belgium,Million euro,Preventive care,772.43,
2009,Belgium,Million euro,"Information, education and counseling programmes",345.44,
2009,Belgium,Million euro,Immunisation programmes,176.4,
2009,Belgium,Million euro,Early disease detection programmes,1.02,
2009,Belgium,Million euro,Healthy condition monitoring programmes,150.93,
2009,Belgium,Million euro,Epidemiological surveillance and risk and disease control programmes,76.74,
2009,Belgium,Million euro,Preparing for disaster and emergency response programmes,21.9,
2009,Belgium,Million euro,Governance and health system and financing administration,"1,293.73",
2009,Belgium,Million euro,Governance and health system administration,58.85,
2009,Belgium,Million euro,Administration of health financing,"1,234.88",
2009,Belgium,Million euro,Other health care services unknown,:,
2009,Belgium,Million euro,Long-term care (social),:,
2009,Belgium,Million euro,Long-term care (HC.3 and HCR.1),"8,229.20",
2009,Bulgaria,Million euro,Current health care expenditure (CHE),:,
2009,Bulgaria,Million euro,Curative care and rehabilitative care,:,
2009,Bulgaria,Million euro,Curative care,:,
2009,Bulgaria,Million euro,Inpatient curative and rehabilitative care,:,
2009,Bulgaria,Million euro,Inpatient curative care,:,
2009,Bulgaria,Million euro,Day curative and rehabilitative care,:,
2009,Bulgaria,Million euro,Day curative care,:,
2009,Bulgaria,Million euro,Outpatient curative and rehabilitative care,:,
2009,Bulgaria,Million euro,Outpatient curative care,:,
2009,Bulgaria,Million euro,General outpatient curative care,:,
2009,Bulgaria,Million euro,Dental outpatient curative care,:,
2009,Bulgaria,Million euro,Specialised outpatient curative care,:,
2009,Bulgaria,Million euro,All other outpatient curative care n.e.c.,:,
2009,Bulgaria,Million euro,Home-based curative and rehabilitative care,:,
2009,Bulgaria,Million euro,Home-based curative care,:,
2009,Bulgaria,Million euro,Rehabilitative care,:,
2009,Bulgaria,Million euro,Inpatient rehabilitative care,:,
2009,Bulgaria,Million euro,Day rehabilitative care,:,
2009,Bulgaria,Million euro,Outpatient rehabilitative care,:,
2009,Bulgaria,Million euro,Home-based rehabilitative care,:,
2009,Bulgaria,Million euro,Long-term care (health),:,
2009,Bulgaria,Million euro,Inpatient long-term care (health),:,
