TIME,GEO,UNIT,ICHA11_HP,Value,Flag and Footnotes
2008,Denmark,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Denmark,Million euro,Medical and diagnostic laboratories,:,
2008,Denmark,Million euro,Other providers of ancillary services,:,
2008,Denmark,Million euro,Retailers and other providers of medical goods,:,
2008,Denmark,Million euro,Pharmacies,:,
2008,Denmark,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Denmark,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Denmark,Million euro,Providers of preventive care,:,
2008,Denmark,Million euro,Providers of health care system administration and financing,:,
2008,Denmark,Million euro,Government health administration agencies,:,
2008,Denmark,Million euro,Social health insurance agencies,:,
2008,Denmark,Million euro,Private health insurance administration agencies,:,
2008,Denmark,Million euro,Other administration agencies,:,
2008,Denmark,Million euro,Rest of economy,:,
2008,Denmark,Million euro,Households as providers of home health care,:,
2008,Denmark,Million euro,All other industries as secondary providers of health care,:,
2008,Denmark,Million euro,Other industries n.e.c.,:,
2008,Denmark,Million euro,Rest of the world,:,
2008,Denmark,Million euro,Providers unknown,:,
2008,Germany (until 1990 former territory of the FRG),Million euro,All providers of health care,"260,009",
2008,Germany (until 1990 former territory of the FRG),Million euro,Hospitals,"75,022",
2008,Germany (until 1990 former territory of the FRG),Million euro,General hospitals,"66,976",
2008,Germany (until 1990 former territory of the FRG),Million euro,Mental health hospitals,:,
2008,Germany (until 1990 former territory of the FRG),Million euro,Specialised hospitals (other than mental health hospitals),"8,045",
2008,Germany (until 1990 former territory of the FRG),Million euro,Residential long-term care facilities,"23,076",
2008,Germany (until 1990 former territory of the FRG),Million euro,Long-term nursing care facilities,"23,076",
2008,Germany (until 1990 former territory of the FRG),Million euro,Mental health and substance abuse facilities,:,
2008,Germany (until 1990 former territory of the FRG),Million euro,Other residential long-term care facilities,:,
2008,Germany (until 1990 former territory of the FRG),Million euro,Providers of ambulatory health care,"80,244",
2008,Germany (until 1990 former territory of the FRG),Million euro,Medical practices,"39,805",
2008,Germany (until 1990 former territory of the FRG),Million euro,Dental practice,"21,065",
2008,Germany (until 1990 former territory of the FRG),Million euro,Other health care practitioners,"8,584",
2008,Germany (until 1990 former territory of the FRG),Million euro,Ambulatory health care centres,"2,264",
2008,Germany (until 1990 former territory of the FRG),Million euro,Providers of home health care services,"8,525",
2008,Germany (until 1990 former territory of the FRG),Million euro,Providers of ancillary services,"2,881",
2008,Germany (until 1990 former territory of the FRG),Million euro,Providers of patient transportation and emergency rescue,"2,839",
2008,Germany (until 1990 former territory of the FRG),Million euro,Medical and diagnostic laboratories,:,
2008,Germany (until 1990 former territory of the FRG),Million euro,Other providers of ancillary services,42,
2008,Germany (until 1990 former territory of the FRG),Million euro,Retailers and other providers of medical goods,"52,875",
2008,Germany (until 1990 former territory of the FRG),Million euro,Pharmacies,"38,954",
2008,Germany (until 1990 former territory of the FRG),Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"11,018",
2008,Germany (until 1990 former territory of the FRG),Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,"2,903",
2008,Germany (until 1990 former territory of the FRG),Million euro,Providers of preventive care,"1,858",
2008,Germany (until 1990 former territory of the FRG),Million euro,Providers of health care system administration and financing,"15,101",
2008,Germany (until 1990 former territory of the FRG),Million euro,Government health administration agencies,:,
2008,Germany (until 1990 former territory of the FRG),Million euro,Social health insurance agencies,"11,551",
2008,Germany (until 1990 former territory of the FRG),Million euro,Private health insurance administration agencies,"3,549",
2008,Germany (until 1990 former territory of the FRG),Million euro,Other administration agencies,:,
2008,Germany (until 1990 former territory of the FRG),Million euro,Rest of economy,"7,807",
2008,Germany (until 1990 former territory of the FRG),Million euro,Households as providers of home health care,"5,663",
2008,Germany (until 1990 former territory of the FRG),Million euro,All other industries as secondary providers of health care,"2,144",
2008,Germany (until 1990 former territory of the FRG),Million euro,Other industries n.e.c.,:,
2008,Germany (until 1990 former territory of the FRG),Million euro,Rest of the world,"1,147",
2008,Germany (until 1990 former territory of the FRG),Million euro,Providers unknown,:,
2008,Estonia,Million euro,All providers of health care,:,
2008,Estonia,Million euro,Hospitals,:,
2008,Estonia,Million euro,General hospitals,:,
2008,Estonia,Million euro,Mental health hospitals,:,
2008,Estonia,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Estonia,Million euro,Residential long-term care facilities,:,
2008,Estonia,Million euro,Long-term nursing care facilities,:,
2008,Estonia,Million euro,Mental health and substance abuse facilities,:,
2008,Estonia,Million euro,Other residential long-term care facilities,:,
2008,Estonia,Million euro,Providers of ambulatory health care,:,
2008,Estonia,Million euro,Medical practices,:,
2008,Estonia,Million euro,Dental practice,:,
2008,Estonia,Million euro,Other health care practitioners,:,
2008,Estonia,Million euro,Ambulatory health care centres,:,
2008,Estonia,Million euro,Providers of home health care services,:,
2008,Estonia,Million euro,Providers of ancillary services,:,
2008,Estonia,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Estonia,Million euro,Medical and diagnostic laboratories,:,
2008,Estonia,Million euro,Other providers of ancillary services,:,
2008,Estonia,Million euro,Retailers and other providers of medical goods,:,
2008,Estonia,Million euro,Pharmacies,:,
2008,Estonia,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Estonia,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Estonia,Million euro,Providers of preventive care,:,
2008,Estonia,Million euro,Providers of health care system administration and financing,:,
2008,Estonia,Million euro,Government health administration agencies,:,
2008,Estonia,Million euro,Social health insurance agencies,:,
2008,Estonia,Million euro,Private health insurance administration agencies,:,
2008,Estonia,Million euro,Other administration agencies,:,
2008,Estonia,Million euro,Rest of economy,:,
2008,Estonia,Million euro,Households as providers of home health care,:,
2008,Estonia,Million euro,All other industries as secondary providers of health care,:,
2008,Estonia,Million euro,Other industries n.e.c.,:,
2008,Estonia,Million euro,Rest of the world,:,
2008,Estonia,Million euro,Providers unknown,:,
2008,Ireland,Million euro,All providers of health care,:,
2008,Ireland,Million euro,Hospitals,:,
2008,Ireland,Million euro,General hospitals,:,
2008,Ireland,Million euro,Mental health hospitals,:,
2008,Ireland,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Ireland,Million euro,Residential long-term care facilities,:,
2008,Ireland,Million euro,Long-term nursing care facilities,:,
2008,Ireland,Million euro,Mental health and substance abuse facilities,:,
2008,Ireland,Million euro,Other residential long-term care facilities,:,
2008,Ireland,Million euro,Providers of ambulatory health care,:,
2008,Ireland,Million euro,Medical practices,:,
2008,Ireland,Million euro,Dental practice,:,
2008,Ireland,Million euro,Other health care practitioners,:,
2008,Ireland,Million euro,Ambulatory health care centres,:,
2008,Ireland,Million euro,Providers of home health care services,:,
2008,Ireland,Million euro,Providers of ancillary services,:,
2008,Ireland,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Ireland,Million euro,Medical and diagnostic laboratories,:,
2008,Ireland,Million euro,Other providers of ancillary services,:,
2008,Ireland,Million euro,Retailers and other providers of medical goods,:,
2008,Ireland,Million euro,Pharmacies,:,
2008,Ireland,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Ireland,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Ireland,Million euro,Providers of preventive care,:,
2008,Ireland,Million euro,Providers of health care system administration and financing,:,
2008,Ireland,Million euro,Government health administration agencies,:,
2008,Ireland,Million euro,Social health insurance agencies,:,
2008,Ireland,Million euro,Private health insurance administration agencies,:,
2008,Ireland,Million euro,Other administration agencies,:,
2008,Ireland,Million euro,Rest of economy,:,
2008,Ireland,Million euro,Households as providers of home health care,:,
2008,Ireland,Million euro,All other industries as secondary providers of health care,:,
2008,Ireland,Million euro,Other industries n.e.c.,:,
2008,Ireland,Million euro,Rest of the world,:,
2008,Ireland,Million euro,Providers unknown,:,
2008,Greece,Million euro,All providers of health care,:,
2008,Greece,Million euro,Hospitals,:,
2008,Greece,Million euro,General hospitals,:,
2008,Greece,Million euro,Mental health hospitals,:,
2008,Greece,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Greece,Million euro,Residential long-term care facilities,:,
2008,Greece,Million euro,Long-term nursing care facilities,:,
2008,Greece,Million euro,Mental health and substance abuse facilities,:,
2008,Greece,Million euro,Other residential long-term care facilities,:,
2008,Greece,Million euro,Providers of ambulatory health care,:,
2008,Greece,Million euro,Medical practices,:,
2008,Greece,Million euro,Dental practice,:,
2008,Greece,Million euro,Other health care practitioners,:,
2008,Greece,Million euro,Ambulatory health care centres,:,
2008,Greece,Million euro,Providers of home health care services,:,
2008,Greece,Million euro,Providers of ancillary services,:,
2008,Greece,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Greece,Million euro,Medical and diagnostic laboratories,:,
2008,Greece,Million euro,Other providers of ancillary services,:,
2008,Greece,Million euro,Retailers and other providers of medical goods,:,
2008,Greece,Million euro,Pharmacies,:,
2008,Greece,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Greece,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Greece,Million euro,Providers of preventive care,:,
2008,Greece,Million euro,Providers of health care system administration and financing,:,
2008,Greece,Million euro,Government health administration agencies,:,
2008,Greece,Million euro,Social health insurance agencies,:,
2008,Greece,Million euro,Private health insurance administration agencies,:,
2008,Greece,Million euro,Other administration agencies,:,
2008,Greece,Million euro,Rest of economy,:,
2008,Greece,Million euro,Households as providers of home health care,:,
2008,Greece,Million euro,All other industries as secondary providers of health care,:,
2008,Greece,Million euro,Other industries n.e.c.,:,
2008,Greece,Million euro,Rest of the world,:,
2008,Greece,Million euro,Providers unknown,:,
2008,Spain,Million euro,All providers of health care,"92,523.38",
2008,Spain,Million euro,Hospitals,"37,471.31",
2008,Spain,Million euro,General hospitals,"34,647.01",
2008,Spain,Million euro,Mental health hospitals,724.63,
2008,Spain,Million euro,Specialised hospitals (other than mental health hospitals),"2,099.66",
2008,Spain,Million euro,Residential long-term care facilities,"4,417.68",
2008,Spain,Million euro,Long-term nursing care facilities,"4,361.69",
2008,Spain,Million euro,Mental health and substance abuse facilities,55.99,
2008,Spain,Million euro,Other residential long-term care facilities,:,
2008,Spain,Million euro,Providers of ambulatory health care,"23,524.93",
2008,Spain,Million euro,Medical practices,"6,354.66",
2008,Spain,Million euro,Dental practice,"6,754.40",
2008,Spain,Million euro,Other health care practitioners,627.19,
2008,Spain,Million euro,Ambulatory health care centres,"8,678.59",
2008,Spain,Million euro,Providers of home health care services,"1,110.10",
2008,Spain,Million euro,Providers of ancillary services,"1,603.65",
2008,Spain,Million euro,Providers of patient transportation and emergency rescue,957.46,
2008,Spain,Million euro,Medical and diagnostic laboratories,646.19,
2008,Spain,Million euro,Other providers of ancillary services,:,
2008,Spain,Million euro,Retailers and other providers of medical goods,"20,740.58",
2008,Spain,Million euro,Pharmacies,"17,111.18",
2008,Spain,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"3,629.40",
2008,Spain,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Spain,Million euro,Providers of preventive care,816.93,
2008,Spain,Million euro,Providers of health care system administration and financing,"2,990.05",
2008,Spain,Million euro,Government health administration agencies,"1,154.43",
2008,Spain,Million euro,Social health insurance agencies,206.63,
2008,Spain,Million euro,Private health insurance administration agencies,"1,629",
2008,Spain,Million euro,Other administration agencies,:,
2008,Spain,Million euro,Rest of economy,955.1,
2008,Spain,Million euro,Households as providers of home health care,697.38,
2008,Spain,Million euro,All other industries as secondary providers of health care,257.72,
2008,Spain,Million euro,Other industries n.e.c.,:,
2008,Spain,Million euro,Rest of the world,3.17,
2008,Spain,Million euro,Providers unknown,:,
2008,France,Million euro,All providers of health care,"201,714.76",
2008,France,Million euro,Hospitals,"79,691.10",
2008,France,Million euro,General hospitals,"66,824.18",
2008,France,Million euro,Mental health hospitals,"12,543.97",
2008,France,Million euro,Specialised hospitals (other than mental health hospitals),322.95,
2008,France,Million euro,Residential long-term care facilities,"11,856.11",
2008,France,Million euro,Long-term nursing care facilities,"11,856.11",
2008,France,Million euro,Mental health and substance abuse facilities,0,
2008,France,Million euro,Other residential long-term care facilities,0,
2008,France,Million euro,Providers of ambulatory health care,"44,592.99",
2008,France,Million euro,Medical practices,"20,139.11",
2008,France,Million euro,Dental practice,"9,762.95",
2008,France,Million euro,Other health care practitioners,"9,900.20",
2008,France,Million euro,Ambulatory health care centres,"1,493.99",
2008,France,Million euro,Providers of home health care services,"3,296.74",
2008,France,Million euro,Providers of ancillary services,"6,310.39",
2008,France,Million euro,Providers of patient transportation and emergency rescue,"2,238.75",
2008,France,Million euro,Medical and diagnostic laboratories,"4,071.64",
2008,France,Million euro,Other providers of ancillary services,0,
2008,France,Million euro,Retailers and other providers of medical goods,"42,627.35",
2008,France,Million euro,Pharmacies,"35,717.62",
2008,France,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"6,909.73",
2008,France,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,0,
2008,France,Million euro,Providers of preventive care,"2,840.02",
2008,France,Million euro,Providers of health care system administration and financing,"12,170.38",
2008,France,Million euro,Government health administration agencies,705.28,
2008,France,Million euro,Social health insurance agencies,"6,422.68",
2008,France,Million euro,Private health insurance administration agencies,"5,021.81",
2008,France,Million euro,Other administration agencies,20.61,
2008,France,Million euro,Rest of economy,"1,626.42",
2008,France,Million euro,Households as providers of home health care,0,
2008,France,Million euro,All other industries as secondary providers of health care,"1,626.42",
2008,France,Million euro,Other industries n.e.c.,0,
2008,France,Million euro,Rest of the world,0,
2008,France,Million euro,Providers unknown,:,
2008,Croatia,Million euro,All providers of health care,:,
2008,Croatia,Million euro,Hospitals,:,
2008,Croatia,Million euro,General hospitals,:,
2008,Croatia,Million euro,Mental health hospitals,:,
2008,Croatia,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Croatia,Million euro,Residential long-term care facilities,:,
2008,Croatia,Million euro,Long-term nursing care facilities,:,
2008,Croatia,Million euro,Mental health and substance abuse facilities,:,
2008,Croatia,Million euro,Other residential long-term care facilities,:,
2008,Croatia,Million euro,Providers of ambulatory health care,:,
2008,Croatia,Million euro,Medical practices,:,
2008,Croatia,Million euro,Dental practice,:,
2008,Croatia,Million euro,Other health care practitioners,:,
2008,Croatia,Million euro,Ambulatory health care centres,:,
2008,Croatia,Million euro,Providers of home health care services,:,
2008,Croatia,Million euro,Providers of ancillary services,:,
2008,Croatia,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Croatia,Million euro,Medical and diagnostic laboratories,:,
2008,Croatia,Million euro,Other providers of ancillary services,:,
2008,Croatia,Million euro,Retailers and other providers of medical goods,:,
2008,Croatia,Million euro,Pharmacies,:,
2008,Croatia,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Croatia,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Croatia,Million euro,Providers of preventive care,:,
2008,Croatia,Million euro,Providers of health care system administration and financing,:,
2008,Croatia,Million euro,Government health administration agencies,:,
2008,Croatia,Million euro,Social health insurance agencies,:,
2008,Croatia,Million euro,Private health insurance administration agencies,:,
2008,Croatia,Million euro,Other administration agencies,:,
2008,Croatia,Million euro,Rest of economy,:,
2008,Croatia,Million euro,Households as providers of home health care,:,
2008,Croatia,Million euro,All other industries as secondary providers of health care,:,
2008,Croatia,Million euro,Other industries n.e.c.,:,
2008,Croatia,Million euro,Rest of the world,:,
2008,Croatia,Million euro,Providers unknown,:,
2008,Italy,Million euro,All providers of health care,:,
2008,Italy,Million euro,Hospitals,:,
2008,Italy,Million euro,General hospitals,:,
2008,Italy,Million euro,Mental health hospitals,:,
2008,Italy,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Italy,Million euro,Residential long-term care facilities,:,
2008,Italy,Million euro,Long-term nursing care facilities,:,
2008,Italy,Million euro,Mental health and substance abuse facilities,:,
2008,Italy,Million euro,Other residential long-term care facilities,:,
2008,Italy,Million euro,Providers of ambulatory health care,:,
2008,Italy,Million euro,Medical practices,:,
2008,Italy,Million euro,Dental practice,:,
2008,Italy,Million euro,Other health care practitioners,:,
2008,Italy,Million euro,Ambulatory health care centres,:,
2008,Italy,Million euro,Providers of home health care services,:,
2008,Italy,Million euro,Providers of ancillary services,:,
2008,Italy,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Italy,Million euro,Medical and diagnostic laboratories,:,
2008,Italy,Million euro,Other providers of ancillary services,:,
2008,Italy,Million euro,Retailers and other providers of medical goods,:,
2008,Italy,Million euro,Pharmacies,:,
2008,Italy,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Italy,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Italy,Million euro,Providers of preventive care,:,
2008,Italy,Million euro,Providers of health care system administration and financing,:,
2008,Italy,Million euro,Government health administration agencies,:,
2008,Italy,Million euro,Social health insurance agencies,:,
2008,Italy,Million euro,Private health insurance administration agencies,:,
2008,Italy,Million euro,Other administration agencies,:,
2008,Italy,Million euro,Rest of economy,:,
2008,Italy,Million euro,Households as providers of home health care,:,
2008,Italy,Million euro,All other industries as secondary providers of health care,:,
2008,Italy,Million euro,Other industries n.e.c.,:,
2008,Italy,Million euro,Rest of the world,:,
2008,Italy,Million euro,Providers unknown,:,
2008,Cyprus,Million euro,All providers of health care,:,
2008,Cyprus,Million euro,Hospitals,:,
2008,Cyprus,Million euro,General hospitals,:,
2008,Cyprus,Million euro,Mental health hospitals,:,
2008,Cyprus,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Cyprus,Million euro,Residential long-term care facilities,:,
2008,Cyprus,Million euro,Long-term nursing care facilities,:,
2008,Cyprus,Million euro,Mental health and substance abuse facilities,:,
2008,Cyprus,Million euro,Other residential long-term care facilities,:,
2008,Cyprus,Million euro,Providers of ambulatory health care,:,
2008,Cyprus,Million euro,Medical practices,:,
2008,Cyprus,Million euro,Dental practice,:,
2008,Cyprus,Million euro,Other health care practitioners,:,
2008,Cyprus,Million euro,Ambulatory health care centres,:,
2008,Cyprus,Million euro,Providers of home health care services,:,
2008,Cyprus,Million euro,Providers of ancillary services,:,
2008,Cyprus,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Cyprus,Million euro,Medical and diagnostic laboratories,:,
2008,Cyprus,Million euro,Other providers of ancillary services,:,
2008,Cyprus,Million euro,Retailers and other providers of medical goods,:,
2008,Cyprus,Million euro,Pharmacies,:,
2008,Cyprus,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Cyprus,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Cyprus,Million euro,Providers of preventive care,:,
2008,Cyprus,Million euro,Providers of health care system administration and financing,:,
2008,Cyprus,Million euro,Government health administration agencies,:,
2008,Cyprus,Million euro,Social health insurance agencies,:,
2008,Cyprus,Million euro,Private health insurance administration agencies,:,
2008,Cyprus,Million euro,Other administration agencies,:,
2008,Cyprus,Million euro,Rest of economy,:,
2008,Cyprus,Million euro,Households as providers of home health care,:,
2008,Cyprus,Million euro,All other industries as secondary providers of health care,:,
2008,Cyprus,Million euro,Other industries n.e.c.,:,
2008,Cyprus,Million euro,Rest of the world,:,
2008,Cyprus,Million euro,Providers unknown,:,
2008,Latvia,Million euro,All providers of health care,:,
2008,Latvia,Million euro,Hospitals,:,
2008,Latvia,Million euro,General hospitals,:,
2008,Latvia,Million euro,Mental health hospitals,:,
2008,Latvia,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Latvia,Million euro,Residential long-term care facilities,:,
2008,Latvia,Million euro,Long-term nursing care facilities,:,
2008,Latvia,Million euro,Mental health and substance abuse facilities,:,
2008,Latvia,Million euro,Other residential long-term care facilities,:,
2008,Latvia,Million euro,Providers of ambulatory health care,:,
2008,Latvia,Million euro,Medical practices,:,
2008,Latvia,Million euro,Dental practice,:,
2008,Latvia,Million euro,Other health care practitioners,:,
2008,Latvia,Million euro,Ambulatory health care centres,:,
2008,Latvia,Million euro,Providers of home health care services,:,
2008,Latvia,Million euro,Providers of ancillary services,:,
2008,Latvia,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Latvia,Million euro,Medical and diagnostic laboratories,:,
2008,Latvia,Million euro,Other providers of ancillary services,:,
2008,Latvia,Million euro,Retailers and other providers of medical goods,:,
2008,Latvia,Million euro,Pharmacies,:,
2008,Latvia,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Latvia,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Latvia,Million euro,Providers of preventive care,:,
2008,Latvia,Million euro,Providers of health care system administration and financing,:,
2008,Latvia,Million euro,Government health administration agencies,:,
2008,Latvia,Million euro,Social health insurance agencies,:,
2008,Latvia,Million euro,Private health insurance administration agencies,:,
2008,Latvia,Million euro,Other administration agencies,:,
2008,Latvia,Million euro,Rest of economy,:,
2008,Latvia,Million euro,Households as providers of home health care,:,
2008,Latvia,Million euro,All other industries as secondary providers of health care,:,
2008,Latvia,Million euro,Other industries n.e.c.,:,
2008,Latvia,Million euro,Rest of the world,:,
2008,Latvia,Million euro,Providers unknown,:,
2008,Lithuania,Million euro,All providers of health care,:,
2008,Lithuania,Million euro,Hospitals,:,
2008,Lithuania,Million euro,General hospitals,:,
2008,Lithuania,Million euro,Mental health hospitals,:,
2008,Lithuania,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Lithuania,Million euro,Residential long-term care facilities,:,
2008,Lithuania,Million euro,Long-term nursing care facilities,:,
2008,Lithuania,Million euro,Mental health and substance abuse facilities,:,
2008,Lithuania,Million euro,Other residential long-term care facilities,:,
2008,Lithuania,Million euro,Providers of ambulatory health care,:,
2008,Lithuania,Million euro,Medical practices,:,
2008,Lithuania,Million euro,Dental practice,:,
2008,Lithuania,Million euro,Other health care practitioners,:,
2008,Lithuania,Million euro,Ambulatory health care centres,:,
2008,Lithuania,Million euro,Providers of home health care services,:,
2008,Lithuania,Million euro,Providers of ancillary services,:,
2008,Lithuania,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Lithuania,Million euro,Medical and diagnostic laboratories,:,
2008,Lithuania,Million euro,Other providers of ancillary services,:,
2008,Lithuania,Million euro,Retailers and other providers of medical goods,:,
2008,Lithuania,Million euro,Pharmacies,:,
2008,Lithuania,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Lithuania,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Lithuania,Million euro,Providers of preventive care,:,
2008,Lithuania,Million euro,Providers of health care system administration and financing,:,
2008,Lithuania,Million euro,Government health administration agencies,:,
2008,Lithuania,Million euro,Social health insurance agencies,:,
2008,Lithuania,Million euro,Private health insurance administration agencies,:,
2008,Lithuania,Million euro,Other administration agencies,:,
2008,Lithuania,Million euro,Rest of economy,:,
2008,Lithuania,Million euro,Households as providers of home health care,:,
2008,Lithuania,Million euro,All other industries as secondary providers of health care,:,
2008,Lithuania,Million euro,Other industries n.e.c.,:,
2008,Lithuania,Million euro,Rest of the world,:,
2008,Lithuania,Million euro,Providers unknown,:,
2008,Luxembourg,Million euro,All providers of health care,:,
2008,Luxembourg,Million euro,Hospitals,:,
2008,Luxembourg,Million euro,General hospitals,:,
2008,Luxembourg,Million euro,Mental health hospitals,:,
2008,Luxembourg,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Luxembourg,Million euro,Residential long-term care facilities,:,
2008,Luxembourg,Million euro,Long-term nursing care facilities,:,
2008,Luxembourg,Million euro,Mental health and substance abuse facilities,:,
2008,Luxembourg,Million euro,Other residential long-term care facilities,:,
2008,Luxembourg,Million euro,Providers of ambulatory health care,:,
2008,Luxembourg,Million euro,Medical practices,:,
2008,Luxembourg,Million euro,Dental practice,:,
2008,Luxembourg,Million euro,Other health care practitioners,:,
2008,Luxembourg,Million euro,Ambulatory health care centres,:,
2008,Luxembourg,Million euro,Providers of home health care services,:,
2008,Luxembourg,Million euro,Providers of ancillary services,:,
2008,Luxembourg,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Luxembourg,Million euro,Medical and diagnostic laboratories,:,
2008,Luxembourg,Million euro,Other providers of ancillary services,:,
2008,Luxembourg,Million euro,Retailers and other providers of medical goods,:,
2008,Luxembourg,Million euro,Pharmacies,:,
2008,Luxembourg,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Luxembourg,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Luxembourg,Million euro,Providers of preventive care,:,
2008,Luxembourg,Million euro,Providers of health care system administration and financing,:,
2008,Luxembourg,Million euro,Government health administration agencies,:,
2008,Luxembourg,Million euro,Social health insurance agencies,:,
2008,Luxembourg,Million euro,Private health insurance administration agencies,:,
2008,Luxembourg,Million euro,Other administration agencies,:,
2008,Luxembourg,Million euro,Rest of economy,:,
2008,Luxembourg,Million euro,Households as providers of home health care,:,
2008,Luxembourg,Million euro,All other industries as secondary providers of health care,:,
2008,Luxembourg,Million euro,Other industries n.e.c.,:,
2008,Luxembourg,Million euro,Rest of the world,:,
2008,Luxembourg,Million euro,Providers unknown,:,
2008,Hungary,Million euro,All providers of health care,:,
2008,Hungary,Million euro,Hospitals,:,
2008,Hungary,Million euro,General hospitals,:,
2008,Hungary,Million euro,Mental health hospitals,:,
2008,Hungary,Million euro,Specialised hospitals (other than mental health hospitals),:,
2008,Hungary,Million euro,Residential long-term care facilities,:,
2008,Hungary,Million euro,Long-term nursing care facilities,:,
2008,Hungary,Million euro,Mental health and substance abuse facilities,:,
2008,Hungary,Million euro,Other residential long-term care facilities,:,
2008,Hungary,Million euro,Providers of ambulatory health care,:,
2008,Hungary,Million euro,Medical practices,:,
2008,Hungary,Million euro,Dental practice,:,
2008,Hungary,Million euro,Other health care practitioners,:,
2008,Hungary,Million euro,Ambulatory health care centres,:,
2008,Hungary,Million euro,Providers of home health care services,:,
2008,Hungary,Million euro,Providers of ancillary services,:,
2008,Hungary,Million euro,Providers of patient transportation and emergency rescue,:,
2008,Hungary,Million euro,Medical and diagnostic laboratories,:,
2008,Hungary,Million euro,Other providers of ancillary services,:,
2008,Hungary,Million euro,Retailers and other providers of medical goods,:,
2008,Hungary,Million euro,Pharmacies,:,
2008,Hungary,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2008,Hungary,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2008,Hungary,Million euro,Providers of preventive care,:,
2008,Hungary,Million euro,Providers of health care system administration and financing,:,
2008,Hungary,Million euro,Government health administration agencies,:,
2008,Hungary,Million euro,Social health insurance agencies,:,
2008,Hungary,Million euro,Private health insurance administration agencies,:,
2008,Hungary,Million euro,Other administration agencies,:,
2008,Hungary,Million euro,Rest of economy,:,
2008,Hungary,Million euro,Households as providers of home health care,:,
2008,Hungary,Million euro,All other industries as secondary providers of health care,:,
2008,Hungary,Million euro,Other industries n.e.c.,:,
2008,Hungary,Million euro,Rest of the world,:,
2008,Hungary,Million euro,Providers unknown,:,
2008,Netherlands,Million euro,All providers of health care,"60,927.46",
2008,Netherlands,Million euro,Hospitals,"20,070.47",
2008,Netherlands,Million euro,General hospitals,"14,842.83",
2008,Netherlands,Million euro,Mental health hospitals,"4,335.55",d
2008,Netherlands,Million euro,Specialised hospitals (other than mental health hospitals),892.08,
2008,Netherlands,Million euro,Residential long-term care facilities,"14,354.16",
2008,Netherlands,Million euro,Long-term nursing care facilities,"11,075.54",d
2008,Netherlands,Million euro,Mental health and substance abuse facilities,:,
